id,date,timestamp,music genre,activity,mood before,mood after,sleep,notes (optional),,,,
35,2025-12-06,16:03:00,Pop,Walk,5,5,9.3,,,,,
36,2025-12-06,16:03:00,OPM,Walk,5,5,9.3,,,,,
37,2025-12-06,16:03:00,Rock,Walk,5,5,9.3,,,,,
38,2025-12-06,21:03:00,Pop,Commute,3,3,9.3,,,,,
39,2025-12-06,21:03:00,OPM,Commute,3,3,9.3,,,,,
40,2025-12-06,21:03:00,Rock,Commute,3,3,9.3,,,,,
41,2025-12-07,13:54:00,OPM,Commute,3,4,6.4,,,,,
42,2025-12-07,13:54:00,Pop,Commute,3,4,6.4,,,,,
43,2025-12-07,13:54:00,Rock,Commute,3,4,6.4,,,,,
44,2025-12-07,13:54:00,R&B,Commute,3,4,6.4,,,,,
45,2025-12-07,14:45:00,OPM,Read,3,4,6.4,,,,,
46,2025-12-08,13:04:00,Pop,Clean,1,2,7.2,,,,,
47,2025-12-08,13:04:00,Rock,Clean,1,2,7.2,,,,,
48,2025-12-08,14:57:00,Pop-Rock,Work,1,3,7.2,5 Seconds of Summer,,,,
49,2025-12-09,15:37:00,Pop,Commute,3,4,6.4,One Direction,,,,
50,2025-12-09,18:39:00,Pop,Code,4,4,6.4,One Direction,,,,
51,2025-12-09,20:36:00,Pop,Commute,3,4,6.4,One Direction,,,,
52,2025-12-09,23:28:00,OPM,Shower,1,2,6.4,,,,,
53,2025-12-10,12:33:00,Hip-Hop/Rap,Walk,2,2,8.8,,,,,
54,2025-12-10,12:33:00,OPM,Walk,2,2,8.8,,,,,
55,2025-12-10,12:33:00,Rock,Walk,2,2,8.8,,,,,
56,2025-12-10,12:33:00,Pop,Walk,2,2,8.8,,,,,
57,2025-12-10,12:33:00,R&B,Walk,2,2,8.8,,,,,
58,2025-12-10,15:06:00,R&B,Commute,4,4,8.8,2016 Songs,,,,
59,2025-12-10,15:06:00,Pop,Commute,4,4,8.8,2016 Songs,,,,
60,2025-12-11,12:37:00,Pop-Rock,Rest,1,1,8.8,Linkin Park,,,,
61,2025-12-11,12:37:00,Rap-Rock,Rest,1,1,8.8,Linkin Park,,,,
62,2025-12-11,9:05:00,Pop-Rock,Rest,1,1,4.5,Linkin Park,,,,
63,2025-12-11,9:05:00,Rap-Rock,Rest,1,1,4.5,Linkin Park,,,,
64,2025-12-11,13:50:00,Pop- Rock,Commute,1,1,4.5,Linkin Park,,,,
65,2025-12-11,20:07:00,Pop-Rock,Commute,2,2,4.5,Linkin Park,,,,
66,2025-12-11,20:07:00,Rap-Rock,Commute,2,2,4.5,Linkin Park,,,,
67,2025-12-11,21:41:00,Hard Rock,Exercise,2,2,4.5,,,,,
68,2025-12-12,12:54:00,Slow Pop,Rest,1,1,4.5,,,,,
69,2025-12-12,14:12:00,OPM,Walk,2,2,7,,,,,
70,2025-12-12,14:12:00,Rock,Walk,2,2,7,,,,,
71,2025-12-12,14:12:00,Pop,Walk,2,2,7,,,,,
72,2025-12-12,14:12:00,R&B,Walk,2,2,7,,,,,
73,2025-12-12,16:06:00,Rap-Rock,Commute,2,3,7,Linkin Park,,,,
74,2025-12-12,21:02:00,Rap-Rock,Commute,2,3,7,Linkin Park,,,,
75,2025-12-13,12:01:00,Pop,Clean,3,4,6.5,Taylor Swift,,,,
76,2025-12-13,13:49:00,Pop,Shower,3,4,6.5,Taylor Swift,,,,
77,2025-12-14,13:03:00,Pop,Work,2,4,7.7,Taylor Swift,,,,
78,2025-12-14,14:22:00,Indie Pop,Read,3,4,7.7,Taylor Swift,,,,
79,2025-12-14,14:22:00,Soft Pop,Read,3,4,7.7,Taylor Swift,,,,
80,2025-12-14,20:43:00,Hip-Hop/Rap,Clean,4,4,7.7,,,,,
81,2025-12-14,22:27:00,Pop,Code,4,5,7.7,One Direction,,,,
82,2025-12-14,23:18:00,Pop,Code,4,5,7.7,Taylor Swift,,,,
83,2025-12-14,23:35:00,Soft Pop,Read,5,5,7.7,Taylor Swift,,,,
84,2025-12-14,23:35:00,Indie Pop,Read,5,5,7.7,Taylor Swift,,,,
85,2025-12-14,23:53:00,EDM,Exercise,4,4,7.7,,,,,
86,2025-12-15,0:39:00,Indie Pop,Rest,3,4,7.7,,,,,
87,2025-12-15,0:39:00,Soft Pop,Rest,3,4,7.7,,,,,
88,2025-12-15,7:21:00,Hip-Hop/Rap,Commute,3,5,4.7,,,,,
89,2025-12-15,7:21:00,Hip-Hop,Commute,3,5,4.7,,,,,
90,2025-12-15,7:21:00,Rap,Commute,3,5,4.7,,,,,
91,2025-12-15,7:21:00,Rock,Commute,3,5,4.7,,,,,
92,2025-12-15,7:21:00,EDM,Commute,3,5,4.7,,,,,
93,2025-12-15,7:21:00,Pop,Commute,3,5,4.7,,,,,
94,2025-12-15,8:13:00,EDM,Exercise,4,5,4.7,,,,,
95,2025-12-15,9:27:00,Soft Pop,Read,4,4,4.7,,,,,
96,2025-12-15,9:27:00,Indie Pop,Read,4,4,4.7,,,,,
97,2025-12-15,9:50:00,R&B,Commute,3,4,4.7,,,,,
98,2025-12-15,13:45:00,Pop,Commute,3,4,4.7,Taylor Swift,,,,
99,2025-12-15,14:09:00,R&B,Walk,3,4,4.7,,,,,
100,2025-12-15,15:05:00,R&B,Walk,3,4,4.7,Zayn Malik,,,,
101,2025-12-15,15:05:00,Pop,Walk,3,4,4.7,Niall Horan,,,,
102,2025-12-15,15:05:00,Pop Rock,Walk,3,4,4.7,Harry Styles,,,,
103,2025-12-15,15:05:00,Pop Rock,Walk,3,4,4.7,Louis Tomlinson,,,,
104,2025-12-15,15:05:00,Pop,Walk,3,4,4.7,Liam Payne,,,,
105,2025-12-15,17:16:00,Pop,Walk,3,4,4.7,Taylor Swift,,,,
106,2025-12-15,22:45:00,Pop,Code,3,5,4.7,Taylor Swift,,,,
107,2025-12-15,22:45:00,Pop,Code,3,5,4.7,One Direction,,,,
108,2025-12-15,22:45:00,Pop,Code,3,5,4.7,5 Seconds of Summer,,,,
109,,,,,,,,,,,,
110,,,,,,,,,,,,
111,,,,,,,,,,,,
112,,,,,,,,,,,,
113,,,,,,,,,,,,
114,,,,,,,,,,,,
115,,,,,,,,,,,,
116,,,,,,,,,,,,
117,,,,,,,,,,,,
118,,,,,,,,,,,,
119,,,,,,,,,,,,
120,,,,,,,,,,,,
121,,,,,,,,,,,,
122,,,,,,,,,,,,
123,,,,,,,,,,,,
124,,,,,,,,,,,,
125,,,,,,,,,,,,
126,,,,,,,,,,,,
127,,,,,,,,,,,,
128,,,,,,,,,,,,
129,,,,,,,,,,,,
130,,,,,,,,,,,,
131,,,,,,,,,,,,
132,,,,,,,,,,,,
133,,,,,,,,,,,,
134,,,,,,,,,,,,
135,,,,,,,,,,,,
136,,,,,,,,,,,,
137,,,,,,,,,,,,
138,,,,,,,,,,,,
139,,,,,,,,,,,,
140,,,,,,,,,,,,
141,,,,,,,,,,,,
142,,,,,,,,,,,,
143,,,,,,,,,,,,
144,,,,,,,,,,,,
145,,,,,,,,,,,,
146,,,,,,,,,,,,
147,,,,,,,,,,,,
148,,,,,,,,,,,,
149,,,,,,,,,,,,
150,,,,,,,,,,,,
151,,,,,,,,,,,,
152,,,,,,,,,,,,
153,,,,,,,,,,,,
154,,,,,,,,,,,,
155,,,,,,,,,,,,
156,,,,,,,,,,,,
157,,,,,,,,,,,,
158,,,,,,,,,,,,
159,,,,,,,,,,,,
160,,,,,,,,,,,,
161,,,,,,,,,,,,
162,,,,,,,,,,,,
163,,,,,,,,,,,,
164,,,,,,,,,,,,
165,,,,,,,,,,,,
166,,,,,,,,,,,,
167,,,,,,,,,,,,
168,,,,,,,,,,,,
169,,,,,,,,,,,,
170,,,,,,,,,,,,
171,,,,,,,,,,,,
172,,,,,,,,,,,,
173,,,,,,,,,,,,
174,,,,,,,,,,,,
175,,,,,,,,,,,,
176,,,,,,,,,,,,
177,,,,,,,,,,,,
178,,,,,,,,,,,,
