id,date,timestamp,music genre,activity,mood before,mood after,sleep,notes (optional)
317,2026-01-08,20:20:00,Hip-Hop,Code,1,4,5.2,
318,2026-01-08,20:20:00,Rock,Code,1,4,5.2,
319,2026-01-08,20:20:00,EDM,Code,1,4,5.2,
320,2026-01-08,21:56:00,EDM,Code,2,4,5.2,
321,2026-01-09,14:24:00,OPM,Commute,3,3,,
322,2026-01-09,15:05:00,EDM,Walk,3,4,,
323,2026-01-10,7:20:00,OPM,Commute,2,2,4.1,
324,2026-01-10,8:11:00,EDM,Walk,2,3,4.1,2016-2017 songs
325,2026-01-10,8:11:00,Pop,Walk,2,3,4.1,2016-2017 songs
326,2026-01-10,8:11:00,Rock,Walk,2,3,4.1,2016-2017 songs
327,2026-01-10,8:11:00,Rap,Walk,2,3,4.1,2016-2017 songs
328,2026-01-10,17:35:00,Soft Pop,Rest,2,2,6.1,
329,2026-01-10,17:35:00,Indie Pop,Rest,2,2,6.1,
330,2026-01-10,18:00:00,EDM,Work,3,4,6.1,2016-2017 songs
331,2026-01-10,18:00:00,Pop,Work,3,4,6.1,2016-2017 songs
332,2026-01-10,18:00:00,Rock,Work,3,4,6.1,2016-2017 songs
333,2026-01-10,18:00:00,Rap,Work,3,4,6.1,2016-2017 songs
334,2026-01-10,23:58:00,EDM,Walk,3,2,6.1,2016-2017 songs
335,2026-01-10,23:58:00,Pop,Walk,3,2,6.1,2016-2017 songs
336,2026-01-10,23:58:00,Rock,Walk,3,2,6.1,2016-2017 songs
337,2026-01-10,23:58:00,Rap,Walk,3,2,6.1,2016-2017 songs
338,2026-01-11,1:15:00,Soft Pop,Rest,2,3,6.1,
339,2026-01-11,1:15:00,Indie Pop,Rest,2,3,6.1,
340,2026-01-11,13:01:00,Pop,Read,3,4,6.9,
341,2026-01-11,13:01:00,Soft Pop,Read,3,4,6.9,
342,2026-01-11,13:01:00,Indie Pop,Read,3,4,6.9,
343,2026-01-11,13:39:00,Rap,Work,4,4,6.9,
344,2026-01-11,13:39:00,Rock,Work,4,4,6.9,
345,2026-01-11,13:39:00,Hip-Hop,Work,4,4,6.9,
346,2026-01-11,13:39:00,EDM,Work,4,4,6.9,
347,2026-01-11,22:09:00,Rap,Work,3,4,6.9,
348,2026-01-11,22:09:00,Rock,Work,3,4,6.9,
349,2026-01-11,22:09:00,Hip-Hop,Work,3,4,6.9,
350,2026-01-11,22:09:00,EDM,Work,3,4,6.9,
351,2026-01-11,23:45:00,Indie Pop,Rest,2,3,6.9,
352,2026-01-11,23:45:00,Soft Pop,Rest,2,3,6.9,
353,2026-01-11,1:25:00,Indie Pop,Rest,2,3,6.9,
354,2026-01-11,1:25:00,Soft Pop,Rest,2,3,6.9,
355,2026-01-12,12:08:00,R&B,Shower,3,3,6.9,
356,2026-01-12,15:17:00,EDM,Clean,2,3,9.2,
357,2026-01-12,15:17:00,Hip-Hop,Clean,2,3,9.2,
358,2026-01-12,15:17:00,Rock,Clean,2,3,9.2,
359,2026-01-12,15:17:00,Rap,Clean,2,3,9.2,
360,2026-01-12,22:25:00,EDM,Play,3,4,9.2,
361,2026-01-12,22:25:00,Hip-Hop,Play,3,4,9.2,
362,2026-01-12,22:25:00,Rock,Play,3,4,9.2,
363,2026-01-12,22:25:00,Rap,Play,3,4,9.2,
364,2026-01-13,1:34:00,Indie Pop,Rest,2,3,9.2,
365,2026-01-13,1:34:00,Soft Pop,Rest,2,3,9.2,
366,2026-01-13,16:15:00,EDM,Commute,3,3,8.3,
367,2026-01-13,16:15:00,Pop,Commute,3,3,8.3,
368,2026-01-13,16:15:00,Rock,Commute,3,3,8.3,
369,2026-01-13,16:15:00,Hip-Hop,Commute,3,3,8.3,
