id,date,timestamp,music genre,activity,mood before,mood after,sleep,notes (optional)
392,16/01/2026,23:51:00,Soft Pop,Rest,4,4,8.1,
393,17/01/2026,13:35:00,EDM,Clean,3,4,7.1,2016-2017 songs
394,17/01/2026,20:57:00,EDM,Play,4,4,7.1,2016-2017 songs
395,17/01/2026,20:57:00,Rock,Play,4,4,7.1,2016-2017 songs
396,17/01/2026,20:57:00,Pop,Play,4,4,7.1,2016-2017 songs
397,18/01/2026,14:35:00,Pop,Work,3,4,7.8,2016-2017 songs
398,18/01/2026,14:35:00,EDM,Work,3,4,7.8,2016-2017 songs
399,18/01/2026,14:35:00,Rock,Work,3,4,7.8,2016-2017 songs
400,18/01/2026,17:46:00,Pop,Commute,4,4,7.8,One Direction
401,19/01/2026,14:25:00,Pop,Commute,3,4,6.2,2016-2017 songs
402,19/01/2026,16:02:00,Pop,Commute,4,4,6.2,2016-2017 songs
403,19/01/2026,16:02:00,EDM,Commute,4,4,6.2,2016-2017 songs
404,19/01/2026,16:02:00,Rock,Commute,4,4,6.2,2016-2017 songs
405,20/01/2026,11:54:00,Pop,Shower,3,4,7.2,2016-2017 songs
406,20/01/2026,11:54:00,EDM,Shower,3,4,7.2,2016-2017 songs
407,20/01/2026,11:54:00,Rock,Shower,3,4,7.2,2016-2017 songs
408,20/01/2026,16:52:00,EDM,Commute,3,4,7.2,2016-2017 songs
409,20/01/2026,16:52:00,Pop,Commute,3,4,7.2,2016-2017 songs
410,20/01/2026,16:52:00,Rock,Commute,3,4,7.2,2016-2017 songs
411,20/01/2026,22:46:00,EDM,Commute,4,3,7.2,2016-2017 songs
412,20/01/2026,22:46:00,Pop,Commute,4,3,7.2,2016-2017 songs
413,20/01/2026,22:46:00,Rock,Commute,4,3,7.2,2016-2017 songs
414,21/01/2026,1:55:00,Indie Pop,Rest,2,3,7.2,
415,21/01/2026,1:55:00,Soft Pop,Rest,2,3,7.2,
416,21/01/2026,12:15:00,EDM,Clean,3,3,7.1,2016-2017 songs
417,21/01/2026,19:52:00,Rock,Work,2,4,7.1,
418,21/01/2026,19:52:00,EDM,Work,2,4,7.1,
419,21/01/2026,19:52:00,Hip-Hop,Work,2,4,7.1,
420,21/01/2026,22:40:00,EDM,Code,3,4,7.1,
421,21/01/2026,22:40:00,Rap,Code,3,4,7.1,
422,21/01/2026,22:40:00,Hip-Hop,Code,3,4,7.1,
423,21/01/2026,22:40:00,Rock,Code,3,4,7.1,
424,22/01/2026,0:23:00,EDM,Code,3,4,7.1,
425,22/01/2026,0:23:00,Rap,Code,3,4,7.1,
426,22/01/2026,0:23:00,Hip-Hop,Code,3,4,7.1,
427,22/01/2026,0:23:00,Rock,Code,3,4,7.1,
428,22/01/2026,10:35:00,Rock,Clean,3,4,7.5,
429,22/01/2026,17:25:00,Rock,Exercise,4,5,7.5,
430,22/01/2026,17:25:00,Rap,Exercise,4,5,7.5,
431,22/01/2026,17:25:00,Hip-Hop,Exercise,4,5,7.5,
432,22/01/2026,17:25:00,EDM,Exercise,4,5,7.5,
433,22/01/2026,19:30:00,Pop,Commute,3,3,7.5,
434,22/01/2026,21:46:00,OPM,Read,3,3,7.5,
435,22/01/2026,21:46:00,Pop,Read,3,3,7.5,
436,22/01/2026,10:25:00,Rock,Work,3,4,7.5,
437,22/01/2026,10:25:00,R&B,Work,3,4,7.5,
438,23/01/2026,16:35:00,Pop,Commute,5,5,7.5,
439,23/01/2026,20:20:00,Pop,Commute,4,5,7.5,
440,24/01/2026,14:45:00,Soft Pop,Rest,3,3,6.8,
441,24/01/2026,14:45:00,Indie Pop,Rest,3,3,6.8,
442,25/01/2026,10:45:00,EDM,Clean,2,4,7.8,
443,25/01/2026,14:35:00,Pop,Commute,3,3,7.8,
444,25/01/2026,20:25:00,Pop,Commute,3,2,7.8,
445,25/01/2026,22:55:00,EDM,Play,2,3,7.8,
446,25/01/2026,22:55:00,Rock,Play,2,3,7.8,
447,25/01/2026,22:55:00,R&B,Play,2,3,7.8,
448,25/01/2026,22:55:00,Hip-Hop,Play,2,3,7.8,
449,26/01/2026,0:34:00,Indie Pop,Rest,2,1,7.8,
450,26/01/2026,0:34:00,Soft Pop,Rest,2,1,7.8,
451,26/01/2026,14:03:00,Pop,Commute,3,3,5.5,
452,26/01/2026,16:27:00,Indie Pop,Rest,2,3,5.5,
453,26/01/2026,16:27:00,Soft Pop,Rest,2,3,5.5,
454,26/01/2026,21:57:00,EDM,Play,4,3,5.5,
455,26/01/2026,21:57:00,Rock,Play,4,3,5.5,
456,26/01/2026,21:57:00,Hip-Hop,Play,4,3,5.5,
457,27/01/2026,6:55:00,Pop,Commute,1,2,4.1,
458,27/01/2026,8:15:00,Indie Pop,Rest,2,2,4.1,
459,27/01/2026,8:15:00,Soft Pop,Rest,2,2,4.1,
460,27/01/2026,10:00:00,Pop,Walk,2,3,4.1,
461,27/01/2026,10:00:00,R&b,Walk,2,3,4.1,
462,27/01/2026,11:50:00,Pop,Commute,3,3,4.1,
463,27/01/2026,15:35:00,Rock,Play,2,3,4.1,
464,27/01/2026,15:35:00,EDM,Play,2,3,4.1,
465,27/01/2026,18:23:00,Rock,Play,3,3,4.1,
466,27/01/2026,18:23:00,EDM,Play,3,3,4.1,
467,27/01/2026,18:23:00,Hip-Hop,Play,3,3,4.1,
468,28/01/2026,7:55:00,Indie Pop,Read,1,2,3.7,
469,28/01/2026,7:55:00,Soft Pop,Read,1,2,3.7,
470,28/01/2026,8:50:00,R&B,Work,2,3,3.7,
471,28/01/2026,8:50:00,Pop,Work,2,3,3.7,
472,28/01/2026,8:50:00,EDM,Work,2,3,3.7,
473,28/01/2026,8:50:00,Rock,Work,2,3,3.7,
474,28/01/2026,23:22:00,EDM,Play,4,3,4.5,
475,28/01/2026,23:22:00,Rock,Play,4,3,4.5,
476,28/01/2026,23:22:00,Rap,Play,4,3,4.5,
477,28/01/2026,23:22:00,Hip-Hop,Play,4,3,4.5,
478,29/01/2026,1:21:00,R&B,Work,3,4,4.5,
479,29/01/2026,1:21:00,Rap,Work,3,4,4.5,
480,29/01/2026,1:21:00,Rock,Work,3,4,4.5,
481,29/01/2026,2:40:00,Soft Pop,Rest,3,2,4.5,
482,29/01/2026,2:40:00,Indie Pop,Rest,3,2,4.5,
483,30/01/2026,12:02:00,OPM,Commute,3,3,6.1,
484,30/01/2026,15:25:00,OPM,Commute,3,3,6.1,
485,30/01/2026,15:25:00,R&B,Commute,3,3,6.1,
486,30/01/2026,17:55:00,Rock,Play,4,3,6.1,
487,30/01/2026,17:55:00,Rap,Play,4,3,6.1,
488,30/01/2026,17:55:00,EDM,Play,4,3,6.1,
489,30/01/2026,19:25:00,Soft Pop,Read,3,4,6.1,
490,30/01/2026,19:25:00,Indie Pop,Read,3,4,6.1,
491,30/01/2026,0:57:00,Pop,Work,3,4,6.1,
492,30/01/2026,0:57:00,Rock,Work,3,4,6.1,
493,30/01/2026,0:57:00,R&B,Work,3,4,6.1,
494,30/01/2026,0:57:00,OPM,Work,3,4,6.1,
495,30/01/2026,2:49:00,Soft Pop,Rest,3,3,6.1,
496,30/01/2026,2:49:00,Indie Pop,Rest,3,3,6.1,
497,30/01/2026,2:49:00,OPM,Rest,3,3,6.1,
498,30/01/2026,20:06:00,Pop,Commute,4,4,7.1,
499,30/01/2026,20:06:00,R&B,Commute,4,4,7.1,
500,31/01/2026,14:07:00,Pop,Clean,2,3,7.6,
501,31/01/2026,14:07:00,OPM,Clean,2,3,7.6,
502,31/01/2026,23:45:00,Rock,Work,3,4,7.6,
503,31/01/2026,23:45:00,Rap-Rock,Work,3,4,7.6,
504,01/02/2026,0:17:00,Rock,Code,3,4,7.6,
505,01/02/2026,0:17:00,Rap-Rock,Code,3,4,7.6,
506,01/02/2026,0:17:00,EDM,Code,3,4,7.6,
507,01/02/2026,1:20:00,Soft Pop,Rest,1,3,7.6,
508,01/02/2026,1:20:00,Indie Pop,Rest,1,3,7.6,
509,02/02/2026,13:45:00,Pop,Commute,3,3,7.2,
510,02/02/2026,13:45:00,R&B,Commute,3,3,7.2,
511,02/02/2026,15:32:00,R&B,Walk,2,4,7.2,
512,02/02/2026,15:32:00,Rock,Walk,2,4,7.2,
513,02/02/2026,15:32:00,EDM,Walk,2,4,7.2,
514,02/02/2026,15:32:00,Pop,Walk,2,4,7.2,
515,02/02/2026,18:07:00,Pop,Commute,4,3,7.2,
516,02/02/2026,20:25:00,EDM,Play,4,5,7.2,
517,02/02/2026,20:25:00,Hip-Hop,Play,4,5,7.2,
518,02/02/2026,20:25:00,Hip-Hop/Soul,Play,4,5,7.2,
519,02/02/2026,20:25:00,Rock,Play,4,5,7.2,
520,03/02/2026,0:08:00,EDM,Play,4,5,7.2,
521,03/02/2026,0:08:00,Hip-Hop,Play,4,5,7.2,
522,03/02/2026,0:08:00,Hip-Hop/Soul,Play,4,5,7.2,
523,03/02/2026,0:08:00,Rock,Play,4,5,7.2,
524,03/02/2026,1:48:00,Soft Pop,Rest,2,2,7.2,
525,03/02/2026,1:48:00,Indie Pop,Rest,2,2,7.2,
526,03/02/2026,3:00:00,Soft Pop,Rest,1,2,7.2,
527,03/02/2026,3:00:00,Indie Pop,Rest,1,2,7.2,
528,03/02/2026,12:30:00,Rock,Commute,1,2,4.8,
529,03/02/2026,12:30:00,Pop,Commute,1,2,4.8,One Direction
530,03/02/2026,13:15:00,Rock,Walk,1,1,4.8,
531,03/02/2026,14:30:00,Rock,Commute,1,1,4.8,
532,03/02/2026,14:30:00,Pop,Commute,1,1,4.8,
533,03/02/2026,15:15:00,Rock,Walk,1,1,4.8,
534,03/02/2026,17:44:00,Rock,Commute,1,1,4.8,
535,03/02/2026,17:44:00,Pop,Commute,1,1,4.8,
536,03/02/2026,20:26:00,Rock,Rest,1,2,4.8,Linkin Park
537,03/02/2026,23:16:00,Pop,Play,1,2,4.8,
538,03/02/2026,23:16:00,R&B,Play,1,2,4.8,
539,03/02/2026,23:16:00,Rock,Play,1,2,4.8,
540,03/02/2026,23:16:00,Pop,Work,2,3,4.8,
541,03/02/2026,23:16:00,R&B,Work,2,3,4.8,
542,04/02/2026,0:15:00,Pop,Work,2,3,4.8,
543,04/02/2026,0:15:00,R&B,Work,2,3,4.8,
544,04/02/2026,0:15:00,Rock,Work,2,3,4.8,
545,04/02/2026,17:45:00,EDM,Exercise,3,4,7.8,
546,04/02/2026,17:45:00,Rock,Exercise,3,4,7.8,
547,04/02/2026,17:45:00,Hip-Hop,Exercise,3,4,7.8,
548,04/02/2026,17:45:00,Rap,Exercise,3,4,7.8,
549,04/02/2026,23:10:00,Rock,Play,1,3,7.8,Linkin Park
550,05/02/2026,0:22:00,Pop,Work,2,2,7.8,
551,05/02/2026,0:22:00,Rock,Work,2,2,7.8,
552,05/02/2026,0:22:00,R&B,Work,2,2,7.8,
553,05/02/2026,0:22:00,Pop,Code,2,2,7.8,
554,05/02/2026,0:22:00,Rock,Code,2,2,7.8,
555,05/02/2026,0:22:00,R&B,Code,2,2,7.8,
556,05/02/2026,1:24:00,Soft Pop,Rest,2,2,7.8,Taylor Swift
557,05/02/2026,1:24:00,Indie Pop,Rest,2,2,7.8,Taylor Swift
558,05/02/2026,12:34:00,Pop,Commute,3,4,7.6,
559,05/02/2026,12:34:00,R&B,Commute,3,4,7.6,Zayn Malik
560,05/02/2026,16:44:00,Pop,Rest,3,3,7.6,
561,05/02/2026,16:44:00,R&B,Rest,3,3,7.6,
562,05/02/2026,18:52:00,Pop,Commute,3,3,7.6,
563,05/02/2026,18:52:00,R&B,Commute,3,3,7.6,
564,05/02/2026,21:05:00,Pop,Work,3,4,7.6,
565,05/02/2026,21:05:00,Rock,Work,3,4,7.6,
566,05/02/2026,21:05:00,R&B,Work,3,4,7.6,
567,05/02/2026,21:05:00,Pop,Code,3,4,7.6,
568,05/02/2026,21:05:00,Rock,Code,3,4,7.6,
569,05/02/2026,21:05:00,R&B,Code,3,4,7.6,
570,06/02/2026,15:54:00,Pop,Commute,4,4,9,
571,06/02/2026,15:54:00,OPM,Commute,4,4,9,
572,07/02/2026,10:45:00,Pop,Commute,1,2,5,
573,07/02/2026,10:45:00,R&B,Commute,1,2,5,
574,07/02/2026,12:10:00,Pop,Walk,1,2,5,
575,07/02/2026,12:10:00,EDM,Walk,1,2,5,
576,07/02/2026,12:10:00,Rock,Walk,1,2,5,
577,07/02/2026,12:10:00,R&B,Walk,1,2,5,
578,07/02/2026,13:54:00,Pop,Commute,2,3,5,
579,07/02/2026,13:54:00,OPM,Commute,2,3,5,
580,07/02/2026,17:45:00,OPM,Work,2,3,7,
581,07/02/2026,17:45:00,R&B,Work,2,3,7,
582,07/02/2026,18:10:00,Rock,Code,2,4,7,
583,07/02/2026,18:10:00,Hip-Hop/Soul,Code,2,4,7,
584,07/02/2026,18:54:00,Soft Pop,Rest,3,3,7,
585,07/02/2026,18:54:00,Indie Pop,Rest,3,3,7,
586,07/02/2026,19:30:00,OPM,Work,3,3,7,
587,07/02/2026,19:30:00,Hip-Hop/Soul,Work,3,3,7,
588,07/02/2026,19:30:00,R&B,Work,3,3,7,
